user_id,merchant_id,transaction_amount,status,transaction_date
USER_0411,MERCHANT_042,852.08,SUCCESS,2025-06-25
USER_0441,MERCHANT_013,198.9,SUCCESS,2025-07-09
USER_0468,MERCHANT_037,381.34,SUCCESS,2025-07-20
USER_0405,MERCHANT_025,577.33,SUCCESS,2025-06-25
USER_0407,MERCHANT_021,630.34,FAILED,2025-07-02
USER_0655,MERCHANT_008,981.66,SUCCESS,2025-06-28
USER_0249,MERCHANT_014,967.15,FAILED,2025-06-28
USER_0124,MERCHANT_026,346.31,SUCCESS,2025-07-10
USER_0208,MERCHANT_024,132.83,FAILED,2025-07-05
USER_0971,MERCHANT_050,545.68,SUCCESS,2025-07-18
USER_0540,MERCHANT_006,645.11,SUCCESS,2025-06-24
USER_0120,MERCHANT_017,635.83,SUCCESS,2025-07-01
USER_0498,MERCHANT_001,892.6,SUCCESS,2025-06-24
USER_0311,MERCHANT_013,781.04,SUCCESS,2025-06-29
USER_0721,MERCHANT_042,330.95,SUCCESS,2025-07-12
USER_0484,MERCHANT_028,935.45,SUCCESS,2025-07-02
USER_0622,MERCHANT_006,576.1,SUCCESS,2025-06-24
USER_0263,MERCHANT_016,357.84,SUCCESS,2025-07-13
USER_0027,MERCHANT_047,379.79,SUCCESS,2025-07-21
USER_0966,MERCHANT_050,262.8,SUCCESS,2025-07-22
USER_0129,MERCHANT_019,196.47,PENDING,2025-07-21
USER_0555,MERCHANT_027,127.57,SUCCESS,2025-07-06
USER_0396,MERCHANT_029,965.09,SUCCESS,2025-07-11
USER_0838,MERCHANT_030,220.11,SUCCESS,2025-06-27
USER_0065,MERCHANT_024,295.47,SUCCESS,2025-07-03
USER_0462,MERCHANT_013,557.14,SUCCESS,2025-07-19
USER_0230,MERCHANT_034,435.71,SUCCESS,2025-06-28
USER_0435,MERCHANT_048,207.16,SUCCESS,2025-06-25
USER_0649,MERCHANT_034,890.12,SUCCESS,2025-07-16
USER_0987,MERCHANT_030,36.87,SUCCESS,2025-07-17
USER_0778,MERCHANT_034,462.1,SUCCESS,2025-07-08
USER_0915,MERCHANT_029,135.27,SUCCESS,2025-07-01
USER_0243,MERCHANT_042,879.34,SUCCESS,2025-06-25
USER_0183,MERCHANT_026,502.72,SUCCESS,2025-06-30
USER_0635,MERCHANT_006,632.4,PENDING,2025-07-11
USER_0513,MERCHANT_003,163.08,FAILED,2025-07-03
USER_0581,MERCHANT_041,711.42,FAILED,2025-07-05
USER_0126,MERCHANT_007,241.55,SUCCESS,2025-07-18
USER_0725,MERCHANT_004,445.28,SUCCESS,2025-07-20
USER_0143,MERCHANT_025,98.48,FAILED,2025-07-12
USER_0603,MERCHANT_023,840.37,SUCCESS,2025-07-06
USER_0096,MERCHANT_014,980.71,SUCCESS,2025-07-06
USER_0220,MERCHANT_031,968.46,SUCCESS,2025-07-07
USER_0034,MERCHANT_013,555.08,SUCCESS,2025-07-03
USER_0810,MERCHANT_045,404.4,PENDING,2025-07-13
USER_0590,MERCHANT_040,775.53,SUCCESS,2025-06-23
USER_0358,MERCHANT_016,353.45,SUCCESS,2025-07-10
USER_0678,MERCHANT_002,826.9,SUCCESS,2025-07-08
USER_0875,MERCHANT_044,665.41,SUCCESS,2025-07-16
USER_0283,MERCHANT_043,626.44,SUCCESS,2025-06-26
USER_0045,MERCHANT_014,924.02,SUCCESS,2025-07-20
USER_0323,MERCHANT_037,250.84,SUCCESS,2025-07-01
USER_0117,MERCHANT_026,105.18,SUCCESS,2025-07-05
USER_0937,MERCHANT_003,392.51,SUCCESS,2025-06-26
USER_0459,MERCHANT_047,386.47,SUCCESS,2025-07-21
USER_0484,MERCHANT_002,494.9,SUCCESS,2025-07-21
USER_0108,MERCHANT_008,487.8,SUCCESS,2025-07-10
USER_0333,MERCHANT_029,832.95,SUCCESS,2025-07-21
USER_0194,MERCHANT_040,298.81,SUCCESS,2025-06-26
USER_0932,MERCHANT_015,625.45,SUCCESS,2025-07-11
USER_0678,MERCHANT_029,800.82,SUCCESS,2025-07-05
USER_0199,MERCHANT_018,658.98,FAILED,2025-07-10
USER_0807,MERCHANT_018,510.56,SUCCESS,2025-06-29
USER_0686,MERCHANT_022,208.44,SUCCESS,2025-07-03
USER_0146,MERCHANT_020,975.19,SUCCESS,2025-07-10
USER_0999,MERCHANT_032,529.15,FAILED,2025-06-22
USER_0164,MERCHANT_006,274.35,SUCCESS,2025-07-16
USER_0203,MERCHANT_036,826.88,SUCCESS,2025-06-29
USER_0164,MERCHANT_031,975.07,SUCCESS,2025-07-03
USER_0386,MERCHANT_046,696.32,SUCCESS,2025-07-03
USER_0524,MERCHANT_035,774.47,SUCCESS,2025-06-26
USER_0153,MERCHANT_029,973.28,FAILED,2025-07-14
USER_0221,MERCHANT_049,668.02,SUCCESS,2025-07-02
USER_0480,MERCHANT_007,533.87,SUCCESS,2025-06-29
USER_0411,MERCHANT_032,155.66,SUCCESS,2025-07-15
USER_0305,MERCHANT_006,107.26,FAILED,2025-06-23
USER_0505,MERCHANT_039,163.4,SUCCESS,2025-06-23
USER_0825,MERCHANT_015,882.21,SUCCESS,2025-07-08
USER_0945,MERCHANT_010,15.57,SUCCESS,2025-07-20
USER_0393,MERCHANT_007,623.93,FAILED,2025-07-05
USER_0274,MERCHANT_046,605.95,SUCCESS,2025-07-16
USER_0018,MERCHANT_013,781.59,SUCCESS,2025-07-16
USER_0562,MERCHANT_034,814.13,FAILED,2025-07-13
USER_0080,MERCHANT_045,906.62,SUCCESS,2025-07-09
USER_0537,MERCHANT_015,699.83,SUCCESS,2025-06-27
USER_0086,MERCHANT_035,476.87,SUCCESS,2025-06-23
USER_0030,MERCHANT_006,423.04,SUCCESS,2025-07-13
USER_0976,MERCHANT_027,837.12,FAILED,2025-07-13
USER_0539,MERCHANT_036,477.65,SUCCESS,2025-07-12
USER_0302,MERCHANT_003,440.13,FAILED,2025-07-19
USER_0280,MERCHANT_024,776.74,SUCCESS,2025-07-19
USER_0692,MERCHANT_013,518.99,FAILED,2025-07-09
USER_0905,MERCHANT_037,295.69,SUCCESS,2025-07-03
USER_0996,MERCHANT_022,269.35,SUCCESS,2025-07-16
USER_0081,MERCHANT_042,473.67,SUCCESS,2025-07-20
USER_0472,MERCHANT_002,438.71,SUCCESS,2025-07-12
USER_0888,MERCHANT_045,930.92,SUCCESS,2025-06-25
USER_0455,MERCHANT_036,308.8,SUCCESS,2025-06-23
USER_0142,MERCHANT_021,87.37,FAILED,2025-07-01
USER_0770,MERCHANT_014,847.7,SUCCESS,2025-07-21
USER_0105,MERCHANT_023,301.29,SUCCESS,2025-06-26
USER_0315,MERCHANT_044,890.94,SUCCESS,2025-07-05
USER_0788,MERCHANT_028,618.55,SUCCESS,2025-06-27
USER_0952,MERCHANT_008,341.53,SUCCESS,2025-07-03
USER_0971,MERCHANT_031,260.32,SUCCESS,2025-07-02
USER_0797,MERCHANT_032,323.27,SUCCESS,2025-07-10
USER_0306,MERCHANT_024,632.45,SUCCESS,2025-07-19
USER_0530,MERCHANT_031,843.43,SUCCESS,2025-07-13
USER_0752,MERCHANT_045,497.85,SUCCESS,2025-06-28
USER_0235,MERCHANT_006,884.7,SUCCESS,2025-07-11
USER_0426,MERCHANT_026,531.26,FAILED,2025-07-04
USER_0171,MERCHANT_007,942.24,SUCCESS,2025-07-01
USER_0595,MERCHANT_045,559.95,SUCCESS,2025-07-06
USER_0859,MERCHANT_030,261.83,SUCCESS,2025-07-08
USER_0852,MERCHANT_012,39.75,SUCCESS,2025-07-05
USER_0174,MERCHANT_045,989.34,SUCCESS,2025-07-18
USER_0369,MERCHANT_049,705.28,SUCCESS,2025-06-23
USER_0800,MERCHANT_039,732.11,FAILED,2025-07-12
USER_0979,MERCHANT_016,531.45,FAILED,2025-07-13
USER_0594,MERCHANT_008,228.43,SUCCESS,2025-07-01
USER_0792,MERCHANT_041,327.15,SUCCESS,2025-07-05
USER_0857,MERCHANT_040,25.01,FAILED,2025-07-03
USER_0751,MERCHANT_044,464.47,SUCCESS,2025-06-22
USER_0605,MERCHANT_049,984.9,SUCCESS,2025-07-07
USER_0602,MERCHANT_037,713.85,SUCCESS,2025-07-22
USER_0935,MERCHANT_024,556.46,SUCCESS,2025-07-03
USER_0791,MERCHANT_028,635.35,FAILED,2025-06-29
USER_0619,MERCHANT_049,222.36,SUCCESS,2025-07-07
USER_0238,MERCHANT_016,535.12,SUCCESS,2025-07-15
USER_0727,MERCHANT_010,102.3,SUCCESS,2025-06-28
USER_0317,MERCHANT_048,244.62,SUCCESS,2025-07-15
USER_0878,MERCHANT_027,449.42,SUCCESS,2025-07-22
USER_0708,MERCHANT_036,173.48,FAILED,2025-06-28
USER_0759,MERCHANT_018,857.42,SUCCESS,2025-07-08
USER_0317,MERCHANT_040,53.67,SUCCESS,2025-06-24
USER_0430,MERCHANT_032,233.81,SUCCESS,2025-07-05
USER_0013,MERCHANT_040,416.59,SUCCESS,2025-07-10
USER_0024,MERCHANT_037,26.44,SUCCESS,2025-07-09
USER_0124,MERCHANT_024,144.51,SUCCESS,2025-07-12
USER_0809,MERCHANT_027,866.07,SUCCESS,2025-07-17
USER_0942,MERCHANT_033,136.23,FAILED,2025-06-24
USER_0407,MERCHANT_037,449.98,SUCCESS,2025-07-12
USER_0263,MERCHANT_045,464.27,SUCCESS,2025-06-26
USER_0048,MERCHANT_032,328.06,SUCCESS,2025-07-16
USER_0830,MERCHANT_043,913.16,SUCCESS,2025-06-28
USER_0354,MERCHANT_043,740.77,FAILED,2025-06-28
USER_0738,MERCHANT_026,569.66,SUCCESS,2025-07-04
USER_0559,MERCHANT_015,898.83,SUCCESS,2025-07-01
USER_0424,MERCHANT_035,781.4,PENDING,2025-07-01
USER_0047,MERCHANT_018,669.8,FAILED,2025-06-22
USER_0202,MERCHANT_027,796.85,PENDING,2025-07-05
USER_0940,MERCHANT_025,503.42,SUCCESS,2025-07-15
USER_0560,MERCHANT_023,46.91,SUCCESS,2025-06-26
USER_0344,MERCHANT_001,347.67,SUCCESS,2025-07-16
USER_0391,MERCHANT_035,652.16,SUCCESS,2025-07-21
USER_0372,MERCHANT_046,258.44,SUCCESS,2025-07-11
USER_0580,MERCHANT_028,329.22,SUCCESS,2025-07-18
USER_0412,MERCHANT_043,400.99,SUCCESS,2025-06-22
USER_0031,MERCHANT_038,677.13,SUCCESS,2025-07-04
USER_0630,MERCHANT_045,516.8,FAILED,2025-07-15
USER_0043,MERCHANT_005,490.35,SUCCESS,2025-07-06
USER_0157,MERCHANT_034,813.48,PENDING,2025-07-15
USER_0106,MERCHANT_044,932.63,SUCCESS,2025-07-17
USER_0031,MERCHANT_026,717.79,SUCCESS,2025-07-05
USER_0662,MERCHANT_023,476.91,FAILED,2025-07-10
USER_0049,MERCHANT_001,471.06,SUCCESS,2025-07-19
USER_0459,MERCHANT_021,597.66,SUCCESS,2025-07-19
USER_0869,MERCHANT_028,147.06,SUCCESS,2025-07-17
USER_0214,MERCHANT_021,599.35,FAILED,2025-07-04
USER_0460,MERCHANT_005,137.51,SUCCESS,2025-07-15
USER_0196,MERCHANT_025,70.19,FAILED,2025-07-03
USER_0261,MERCHANT_042,95.79,SUCCESS,2025-06-24
USER_0318,MERCHANT_046,632.65,SUCCESS,2025-06-22
USER_0249,MERCHANT_031,761.44,SUCCESS,2025-07-19
USER_0331,MERCHANT_019,249.33,SUCCESS,2025-06-26
USER_0766,MERCHANT_006,598.04,SUCCESS,2025-07-02
USER_0515,MERCHANT_042,501.29,SUCCESS,2025-06-30
USER_0247,MERCHANT_012,208.17,FAILED,2025-06-30
USER_0024,MERCHANT_001,566.46,SUCCESS,2025-06-30
USER_0204,MERCHANT_044,658.44,SUCCESS,2025-07-16
USER_0970,MERCHANT_040,194.72,SUCCESS,2025-07-14
USER_0064,MERCHANT_005,411.18,SUCCESS,2025-07-20
USER_0788,MERCHANT_017,230.73,SUCCESS,2025-07-03
USER_0529,MERCHANT_047,245.28,SUCCESS,2025-07-17
USER_0211,MERCHANT_019,519.41,SUCCESS,2025-06-26
USER_0050,MERCHANT_018,719.96,SUCCESS,2025-06-28
USER_0999,MERCHANT_021,517.43,SUCCESS,2025-07-09
USER_0028,MERCHANT_045,746.84,FAILED,2025-06-25
USER_0965,MERCHANT_037,308.7,SUCCESS,2025-06-27
USER_0821,MERCHANT_029,360.21,SUCCESS,2025-07-21
USER_0018,MERCHANT_035,87.48,SUCCESS,2025-07-05
USER_0732,MERCHANT_007,213.66,SUCCESS,2025-07-07
USER_0764,MERCHANT_012,381.01,SUCCESS,2025-07-19
USER_0373,MERCHANT_017,535.5,SUCCESS,2025-07-07
USER_0480,MERCHANT_032,508.21,SUCCESS,2025-06-22
USER_0594,MERCHANT_030,26.87,SUCCESS,2025-07-14
USER_0484,MERCHANT_022,362.31,SUCCESS,2025-07-16
USER_0473,MERCHANT_038,713.59,FAILED,2025-06-27
USER_0274,MERCHANT_001,174.92,SUCCESS,2025-07-05
USER_0191,MERCHANT_046,179.0,SUCCESS,2025-06-27
USER_0345,MERCHANT_012,576.15,SUCCESS,2025-06-30
USER_0446,MERCHANT_043,748.73,SUCCESS,2025-06-29
USER_0151,MERCHANT_003,297.66,SUCCESS,2025-06-22
USER_0594,MERCHANT_001,744.86,SUCCESS,2025-07-15
USER_0038,MERCHANT_019,350.0,SUCCESS,2025-07-09
USER_0241,MERCHANT_019,500.51,SUCCESS,2025-07-14
USER_0031,MERCHANT_038,290.43,SUCCESS,2025-07-04
USER_0649,MERCHANT_042,156.17,FAILED,2025-07-20
USER_0050,MERCHANT_040,351.88,SUCCESS,2025-06-22
USER_0423,MERCHANT_043,49.92,SUCCESS,2025-07-10
USER_0524,MERCHANT_007,206.06,SUCCESS,2025-07-16
USER_0445,MERCHANT_028,45.58,SUCCESS,2025-07-06
USER_0012,MERCHANT_050,538.27,SUCCESS,2025-07-21
USER_0719,MERCHANT_047,816.67,FAILED,2025-07-04
USER_0415,MERCHANT_016,680.46,SUCCESS,2025-07-14
USER_0186,MERCHANT_013,751.0,SUCCESS,2025-06-25
USER_0191,MERCHANT_015,394.63,SUCCESS,2025-06-23
USER_0538,MERCHANT_047,844.17,SUCCESS,2025-07-12
USER_0904,MERCHANT_041,450.04,SUCCESS,2025-07-04
USER_0307,MERCHANT_022,76.82,SUCCESS,2025-07-18
USER_0405,MERCHANT_039,542.96,SUCCESS,2025-06-22
USER_0072,MERCHANT_046,715.08,SUCCESS,2025-07-08
USER_0280,MERCHANT_047,367.2,SUCCESS,2025-07-04
USER_0603,MERCHANT_019,362.77,SUCCESS,2025-06-28
USER_0802,MERCHANT_034,286.25,SUCCESS,2025-06-23
USER_0111,MERCHANT_031,32.68,SUCCESS,2025-07-11
USER_0607,MERCHANT_041,149.02,SUCCESS,2025-07-18
USER_0256,MERCHANT_027,201.7,SUCCESS,2025-06-25
USER_0565,MERCHANT_048,97.83,FAILED,2025-07-03
USER_0324,MERCHANT_035,572.26,SUCCESS,2025-07-03
USER_0673,MERCHANT_013,754.02,SUCCESS,2025-06-27
USER_0791,MERCHANT_003,203.29,FAILED,2025-07-08
USER_0906,MERCHANT_015,589.97,SUCCESS,2025-07-05
USER_0544,MERCHANT_041,913.76,SUCCESS,2025-06-28
USER_0782,MERCHANT_002,133.88,SUCCESS,2025-06-29
USER_0310,MERCHANT_033,581.42,PENDING,2025-07-20
USER_0309,MERCHANT_010,258.31,FAILED,2025-07-08
USER_0776,MERCHANT_048,292.64,SUCCESS,2025-07-10
USER_0810,MERCHANT_026,652.79,SUCCESS,2025-07-14
USER_0436,MERCHANT_030,853.79,FAILED,2025-07-06
USER_0727,MERCHANT_049,759.51,PENDING,2025-07-13
USER_0512,MERCHANT_028,181.66,SUCCESS,2025-07-11
USER_0908,MERCHANT_007,319.25,SUCCESS,2025-06-27
USER_0342,MERCHANT_047,702.12,PENDING,2025-06-24
USER_0366,MERCHANT_028,283.21,FAILED,2025-07-05
USER_0713,MERCHANT_001,386.22,SUCCESS,2025-07-14
USER_0999,MERCHANT_035,156.72,SUCCESS,2025-07-14
USER_0945,MERCHANT_017,818.69,SUCCESS,2025-07-04
USER_0122,MERCHANT_040,667.49,SUCCESS,2025-07-15
USER_0337,MERCHANT_003,758.57,SUCCESS,2025-06-25
USER_0279,MERCHANT_027,907.01,SUCCESS,2025-06-27
USER_0034,MERCHANT_047,381.95,FAILED,2025-06-29
USER_0215,MERCHANT_048,729.17,FAILED,2025-07-08
USER_0776,MERCHANT_013,982.48,PENDING,2025-06-22
USER_0296,MERCHANT_024,314.79,FAILED,2025-07-20
USER_0211,MERCHANT_036,44.04,PENDING,2025-07-03
USER_0119,MERCHANT_011,429.53,SUCCESS,2025-07-18
USER_0771,MERCHANT_043,735.54,SUCCESS,2025-07-09
USER_0109,MERCHANT_050,410.4,SUCCESS,2025-07-22
USER_0594,MERCHANT_041,637.05,SUCCESS,2025-07-19
USER_0899,MERCHANT_050,65.09,SUCCESS,2025-07-05
USER_0511,MERCHANT_043,720.84,SUCCESS,2025-07-08
USER_0162,MERCHANT_018,366.62,FAILED,2025-07-14
USER_0428,MERCHANT_021,504.07,FAILED,2025-07-05
USER_0222,MERCHANT_041,97.95,SUCCESS,2025-07-09
USER_0180,MERCHANT_046,82.51,SUCCESS,2025-06-27
USER_0527,MERCHANT_020,885.65,PENDING,2025-07-20
USER_0696,MERCHANT_010,761.97,SUCCESS,2025-07-08
USER_0421,MERCHANT_012,847.99,SUCCESS,2025-07-08
USER_0681,MERCHANT_039,328.32,SUCCESS,2025-07-15
USER_0725,MERCHANT_046,185.02,SUCCESS,2025-07-06
USER_0823,MERCHANT_027,837.76,FAILED,2025-07-21
USER_0691,MERCHANT_015,837.48,SUCCESS,2025-07-20
USER_0971,MERCHANT_013,650.26,PENDING,2025-07-07
USER_0865,MERCHANT_028,640.11,SUCCESS,2025-07-13
USER_0288,MERCHANT_026,601.22,SUCCESS,2025-07-02
USER_0053,MERCHANT_045,23.04,SUCCESS,2025-07-16
USER_0326,MERCHANT_043,976.5,SUCCESS,2025-07-05
USER_0214,MERCHANT_017,188.2,SUCCESS,2025-07-15
USER_0732,MERCHANT_032,330.52,PENDING,2025-06-24
USER_0301,MERCHANT_008,764.86,FAILED,2025-06-23
USER_0045,MERCHANT_032,953.87,FAILED,2025-07-22
USER_0159,MERCHANT_038,345.21,SUCCESS,2025-07-07
USER_0606,MERCHANT_039,967.08,SUCCESS,2025-06-28
USER_0473,MERCHANT_029,708.88,SUCCESS,2025-07-13
USER_0988,MERCHANT_037,124.97,SUCCESS,2025-06-24
USER_0202,MERCHANT_031,411.85,FAILED,2025-07-03
USER_0361,MERCHANT_049,798.6,SUCCESS,2025-07-03
USER_0072,MERCHANT_010,145.69,SUCCESS,2025-07-03
USER_0737,MERCHANT_021,304.09,SUCCESS,2025-07-11
USER_0413,MERCHANT_031,505.48,SUCCESS,2025-07-14
USER_0143,MERCHANT_016,414.47,SUCCESS,2025-07-02
USER_0185,MERCHANT_040,491.05,SUCCESS,2025-06-25
USER_0090,MERCHANT_012,844.6,SUCCESS,2025-07-08
USER_0162,MERCHANT_044,823.78,SUCCESS,2025-07-16
USER_0447,MERCHANT_006,552.9,SUCCESS,2025-07-10
USER_0020,MERCHANT_011,516.8,SUCCESS,2025-07-21
USER_0125,MERCHANT_019,352.24,SUCCESS,2025-07-13
USER_0300,MERCHANT_002,814.67,SUCCESS,2025-06-28
USER_0734,MERCHANT_040,849.15,SUCCESS,2025-07-15
USER_0326,MERCHANT_030,510.89,FAILED,2025-07-08
USER_0970,MERCHANT_047,188.86,SUCCESS,2025-07-17
USER_0439,MERCHANT_049,929.36,SUCCESS,2025-07-12
USER_0457,MERCHANT_020,176.11,PENDING,2025-07-07
USER_0216,MERCHANT_039,175.01,SUCCESS,2025-06-22
USER_0604,MERCHANT_028,302.24,FAILED,2025-06-27
USER_0518,MERCHANT_015,481.36,SUCCESS,2025-07-14
USER_0481,MERCHANT_045,626.53,SUCCESS,2025-06-22
USER_0382,MERCHANT_028,53.72,SUCCESS,2025-07-05
USER_0351,MERCHANT_015,739.71,SUCCESS,2025-07-08
USER_0589,MERCHANT_040,433.39,SUCCESS,2025-07-18
USER_0205,MERCHANT_028,122.14,SUCCESS,2025-07-12
USER_0165,MERCHANT_048,785.45,FAILED,2025-07-02
USER_0671,MERCHANT_024,61.44,SUCCESS,2025-07-22
USER_0442,MERCHANT_014,843.87,SUCCESS,2025-06-27
USER_0693,MERCHANT_023,528.97,FAILED,2025-07-10
USER_0176,MERCHANT_025,989.27,SUCCESS,2025-07-07
USER_0848,MERCHANT_029,213.39,SUCCESS,2025-07-06
USER_0154,MERCHANT_034,590.27,SUCCESS,2025-07-18
USER_0462,MERCHANT_002,582.24,SUCCESS,2025-07-03
USER_0088,MERCHANT_017,400.65,SUCCESS,2025-06-26
USER_0701,MERCHANT_010,175.64,SUCCESS,2025-06-22
USER_0763,MERCHANT_012,475.5,SUCCESS,2025-07-04
USER_0066,MERCHANT_042,321.62,SUCCESS,2025-06-26
USER_0913,MERCHANT_003,695.99,SUCCESS,2025-07-21
USER_0697,MERCHANT_015,737.4,SUCCESS,2025-07-14
USER_0752,MERCHANT_036,753.78,SUCCESS,2025-07-05
USER_0413,MERCHANT_010,491.8,SUCCESS,2025-07-17
USER_0012,MERCHANT_041,456.81,SUCCESS,2025-07-21
USER_0475,MERCHANT_018,19.06,SUCCESS,2025-06-26
USER_0206,MERCHANT_021,872.98,SUCCESS,2025-06-28
USER_0795,MERCHANT_024,801.21,SUCCESS,2025-07-12
USER_0371,MERCHANT_018,405.48,FAILED,2025-07-06
USER_0380,MERCHANT_019,129.99,SUCCESS,2025-07-17
USER_0340,MERCHANT_020,324.02,FAILED,2025-07-11
USER_0194,MERCHANT_003,475.85,SUCCESS,2025-07-07
USER_0657,MERCHANT_041,472.69,SUCCESS,2025-07-04
USER_0579,MERCHANT_042,843.73,SUCCESS,2025-07-17
USER_0561,MERCHANT_027,875.07,SUCCESS,2025-07-22
USER_0832,MERCHANT_012,951.14,SUCCESS,2025-07-21
USER_0504,MERCHANT_005,205.86,SUCCESS,2025-07-15
USER_0763,MERCHANT_024,950.65,SUCCESS,2025-07-20
USER_0119,MERCHANT_020,662.25,SUCCESS,2025-07-03
USER_0811,MERCHANT_027,549.45,SUCCESS,2025-06-22
USER_0201,MERCHANT_046,88.43,SUCCESS,2025-07-03
USER_0346,MERCHANT_027,829.18,SUCCESS,2025-07-04
USER_0306,MERCHANT_050,724.99,SUCCESS,2025-07-19
USER_0853,MERCHANT_022,963.31,SUCCESS,2025-07-07
USER_0783,MERCHANT_040,961.88,SUCCESS,2025-06-29
USER_0653,MERCHANT_027,967.21,SUCCESS,2025-07-16
USER_0650,MERCHANT_005,291.09,SUCCESS,2025-07-05
USER_0443,MERCHANT_009,890.11,SUCCESS,2025-06-26
USER_0086,MERCHANT_014,267.48,SUCCESS,2025-06-25
USER_0383,MERCHANT_034,775.8,SUCCESS,2025-07-17
USER_0051,MERCHANT_044,829.78,SUCCESS,2025-07-21
USER_0139,MERCHANT_008,139.65,SUCCESS,2025-06-28
USER_0459,MERCHANT_030,105.09,SUCCESS,2025-07-16
USER_0477,MERCHANT_047,609.88,SUCCESS,2025-06-22
USER_0602,MERCHANT_046,162.75,SUCCESS,2025-07-01
