user_id,avg_transaction
USER_0536,423.334
USER_0432,531.2379999999999
USER_0166,552.7049999999999
USER_0649,420.08500000000004
USER_0999,426.63529411764694
USER_0976,478.61999999999995
USER_0047,447.51
USER_0577,553.438
USER_0448,495.6581818181819
USER_0291,417.8
USER_0520,451.07916666666665
USER_0064,426.5
USER_0076,495.16818181818184
USER_0141,573.345
USER_0094,418.21166666666664
USER_0744,550.7257142857144
USER_0026,354.25666666666666
USER_0771,609.985
USER_0763,561.6824999999999
USER_0437,384.646
USER_0276,480.00272727272727
USER_0290,642.757
USER_0780,270.1033333333333
USER_0807,311.625
USER_0050,489.26562500000006
USER_0607,430.9845454545455
USER_0002,444.561
USER_0844,593.02125
USER_0399,498.68499999999995
USER_0052,482.934
USER_0801,518.3115384615384
USER_0983,626.685
USER_0526,711.2933333333334
USER_0760,156.37874999999997
USER_0611,639.0493749999999
USER_0688,377.81692307692305
USER_0402,497.6122222222223
USER_0994,463.47625
USER_0659,532.1533333333333
USER_0263,431.86499999999995
USER_0590,541.0766666666666
USER_0317,309.7283333333333
USER_0424,491.46900000000005
USER_0163,513.66
USER_0398,501.0681818181818
USER_0348,612.6358333333334
USER_0707,494.879
USER_0444,520.7
USER_0312,503.8228571428572
USER_0785,336.9877777777778
USER_0073,415.44428571428574
USER_0943,394.065
USER_0103,646.9344444444445
USER_0752,529.3664285714286
USER_0558,456.15777777777777
USER_0519,454.59285714285716
USER_0279,621.7500000000001
USER_0281,552.0636363636364
USER_0733,549.79
USER_0815,518.1872727272728
USER_0820,524.03375
USER_0081,569.903
USER_0261,467.36833333333334
USER_0436,487.25636363636363
USER_0010,545.3575
USER_0284,439.0709090909091
USER_0217,430.32374999999996
USER_0074,482.74857142857144
USER_0665,532.8383333333333
USER_0087,601.3314285714287
USER_0316,481.50461538461536
USER_0749,543.6141666666666
USER_0642,456.71999999999997
USER_0528,452.005
USER_0208,615.51
USER_0310,502.19199999999995
USER_0289,424.9366666666667
USER_0245,532.4399999999999
USER_0957,533.5319999999999
USER_0303,461.03625
USER_0054,323.0128571428571
USER_0238,424.8
USER_0326,523.8686666666667
USER_0154,519.496923076923
USER_0960,437.50571428571436
USER_0953,451.20700000000005
USER_0248,566.3988888888888
USER_0784,472.46857142857147
USER_0465,432.62199999999996
USER_0731,384.378
USER_0602,416.2133333333333
USER_0701,508.1966666666667
USER_0954,343.0566666666667
USER_0870,481.256
USER_0425,301.2
USER_0407,518.4294736842105
USER_0366,472.974
USER_0362,436.94181818181823
USER_0973,446.1955555555555
USER_0805,488.2855555555555
USER_0491,580.1659999999999
USER_0572,281.226
USER_0832,665.3257142857143
USER_0024,303.9611111111111
USER_0370,527.23
USER_0078,551.7706666666668
USER_0552,411.40785714285715
USER_0082,449.4928571428572
USER_0372,536.8539999999999
USER_0473,628.81375
USER_0567,492.60461538461544
USER_0860,535.4954545454545
USER_0420,582.3666666666666
USER_0925,653.4837500000001
USER_0638,588.709
USER_0866,446.32111111111107
USER_0292,499.1291666666666
USER_0296,474.0515384615385
USER_0168,339.4342857142857
USER_0618,393.1000000000001
USER_0718,489.6499999999999
USER_0324,540.4783333333334
USER_0950,487.0880000000001
USER_0295,213.11166666666665
USER_0722,366.4045454545454
USER_0320,484.14909090909094
USER_0505,511.37846153846164
USER_0681,707.5044444444444
USER_0300,652.09875
USER_0008,390.5236363636363
USER_0167,515.2911111111111
USER_0600,517.8392857142858
USER_0836,814.90375
USER_0405,643.7081818181817
USER_0778,506.9022222222221
USER_0053,433.45882352941175
USER_0503,528.9000000000001
USER_0907,469.50666666666666
USER_0773,571.465
USER_0658,621.3816666666667
USER_0446,584.19
USER_0423,520.0524999999999
USER_0478,416.40090909090907
USER_0262,529.3927272727274
USER_0675,665.038
USER_0661,510.96090909090907
USER_0562,589.5409999999999
USER_0496,580.8522222222223
USER_0467,601.9218181818183
USER_0630,499.408
USER_0668,399.2557142857143
USER_0530,672.9609090909091
USER_0450,496.89875
USER_0901,479.72400000000005
USER_0867,520.0036363636365
USER_0977,337.62857142857143
USER_0283,483.41999999999996
USER_0201,313.4672727272727
USER_0397,356.20181818181817
USER_0593,460.2608333333333
USER_0947,333.8644444444444
USER_0956,496.19777777777773
USER_0559,538.4994117647058
USER_0033,634.7
USER_0755,620.7227272727273
USER_0648,484.6163636363636
USER_0581,439.0888235294118
USER_0421,594.6359999999999
USER_0095,346.0246666666666
USER_0641,423.04642857142863
USER_0628,500.49399999999997
USER_0965,513.985
USER_0899,463.6816666666667
USER_0475,453.21799999999996
USER_0070,621.912
USER_0516,353.41
USER_0824,433.6530000000001
USER_0787,334.43199999999996
USER_0616,329.93181818181824
USER_0466,436.6325
USER_0767,604.472
USER_0932,561.2115384615385
USER_0234,569.1911111111111
USER_0882,621.1266666666667
USER_1000,490.75916666666666
USER_0413,456.06750000000005
USER_0038,441.06999999999994
USER_0269,447.1023076923077
USER_0833,451.7799999999999
USER_0015,546.6279999999999
USER_0426,555.508
USER_0048,409.70000000000005
USER_0489,539.82
USER_0297,492.034
USER_0055,502.06444444444446
USER_0944,564.58
USER_0198,636.5284615384614
USER_0728,568.8283333333334
USER_0635,500.7566666666666
USER_0209,455.3733333333333
USER_0851,536.8827272727274
USER_0463,657.7385714285714
USER_0071,587.6513333333334
USER_0545,558.2650000000001
USER_0991,316.326
USER_0400,567.3725
USER_0883,611.4515384615385
USER_0222,557.674
USER_0746,554.9212500000001
USER_0772,599.7839999999999
USER_0535,483.508
USER_0759,718.7716666666665
USER_0855,527.8375
USER_0278,460.7049999999999
USER_0890,461.4811111111112
USER_0694,401.342
USER_0164,374.34384615384613
USER_0313,544.7683333333333
USER_0741,558.8333333333334
USER_0794,361.838
USER_0003,404.075
USER_0043,481.8249999999999
USER_0323,495.77181818181816
USER_0331,794.3625000000001
USER_0509,496.23999999999995
USER_0837,683.8475000000001
USER_0646,368.9175
USER_0693,404.93
USER_0246,543.778
USER_0011,549.5470000000001
USER_0532,595.44625
USER_0174,407.0377777777778
USER_0830,476.30571428571426
USER_0075,413.39312499999994
USER_0019,532.9084615384616
USER_0431,609.3146153846154
USER_0136,514.7488888888888
USER_0264,488.7157142857142
USER_0403,477.97666666666674
USER_0311,431.4315384615385
USER_0143,507.056
USER_0029,465.4745454545455
USER_0523,646.2058333333333
USER_0280,369.79266666666666
USER_0574,536.3142857142857
USER_0854,467.19
USER_0984,497.4325
USER_0949,396.51874999999995
USER_0277,528.345
USER_0775,390.747
USER_0852,548.22125
USER_0214,561.8758333333333
USER_0321,496.60909090909087
USER_0568,391.78615384615387
USER_0225,367.9357142857143
USER_0838,480.38533333333334
USER_0338,491.98166666666674
USER_0817,262.8075
USER_0615,579.59
USER_0934,564.55
USER_0990,582.190909090909
USER_0358,516.0218181818183
USER_0235,512.755
USER_0821,624.3827272727273
USER_0671,388.63470588235293
USER_0232,385.7422222222222
USER_0149,611.259
USER_0257,590.0014285714286
USER_0255,715.855
USER_0138,483.60999999999996
USER_0963,525.877
USER_0971,390.6277777777778
USER_0936,480.8816666666667
USER_0328,659.0550000000001
USER_0930,495.0142857142857
USER_0632,536.6514285714286
USER_0623,663.4291666666667
USER_0679,438.79
USER_0881,437.6114285714286
USER_0223,413.2142857142857
USER_0086,546.4328571428571
USER_0674,599.3255555555555
USER_0006,565.7425000000001
USER_0620,420.96400000000006
USER_0795,498.9915384615384
USER_0676,539.3685714285714
USER_0684,510.20142857142855
USER_0140,264.9066666666667
USER_0861,745.2538461538462
USER_0346,459.8866666666667
USER_0459,339.3609090909091
USER_0343,473.75111111111113
USER_0469,465.4358333333334
USER_0754,383.3611111111111
USER_0637,522.5336842105264
USER_0471,501.7657142857143
USER_0627,565.4044444444445
USER_0892,472.07749999999993
USER_0915,449.35400000000004
USER_0212,555.2915384615385
USER_0730,701.2257142857143
USER_0452,516.1416666666667
USER_0813,646.417
USER_0501,422.68199999999996
USER_0251,616.3522222222223
USER_0797,462.83555555555563
USER_0332,543.5875
USER_0974,544.12625
USER_0476,707.170909090909
USER_0430,550.2583333333333
USER_0811,477.56500000000005
USER_0554,497.096923076923
USER_0840,428.4771428571429
USER_0256,595.7141666666666
USER_0142,379.58399999999995
USER_0826,484.4999999999999
USER_0735,498.01750000000004
USER_0097,704.808
USER_0193,354.724
USER_0719,601.4593333333333
USER_0724,648.2666666666667
USER_0128,483.840625
USER_0900,465.14357142857136
USER_0887,443.07333333333344
USER_0800,645.59
USER_0751,539.2175
USER_0720,533.1166666666667
USER_0162,399.1656250000001
USER_0063,481.29599999999994
USER_0643,416.08363636363634
USER_0761,525.149
USER_0039,546.2081818181819
USER_0923,555.9283333333333
USER_0729,617.0945454545453
USER_0779,629.8755555555555
USER_0939,443.2538461538462
USER_0102,531.2075
USER_0042,528.0236363636363
USER_0173,493.6646153846154
USER_0864,522.3258333333333
USER_0717,365.3929999999999
USER_0903,507.77
USER_0570,558.769
USER_0139,375.1171428571428
USER_0017,507.4411111111111
USER_0670,726.9385714285714
USER_0100,482.768125
USER_0736,483.6561538461538
USER_0299,552.266
USER_0617,441.2083333333333
USER_0418,711.23
USER_0365,500.2763636363636
USER_0158,608.7046153846154
USER_0092,554.669090909091
USER_0669,534.0083333333333
USER_0337,561.6526666666667
USER_0014,561.3058333333332
USER_0812,637.34875
USER_0434,529.66
USER_0204,583.5777777777779
USER_0012,473.65363636363634
USER_0190,581.6281818181818
USER_0734,508.7868421052631
USER_0639,480.1283333333334
USER_0104,415.81857142857143
USER_0172,563.749
USER_0777,477.3763636363636
USER_0651,688.9399999999999
USER_0412,468.1485714285714
USER_0417,577.857
USER_0863,538.83
USER_0379,401.662
USER_0396,628.728888888889
USER_0513,465.85909090909087
USER_0809,586.5027272727274
USER_0908,547.6066666666667
USER_0569,648.462
USER_0266,519.193
USER_0131,514.9519999999999
USER_0392,257.60375
USER_0243,418.15500000000003
USER_0596,511.08500000000004
USER_0231,441.3435294117647
USER_0585,487.4361538461538
USER_0288,538.48
USER_0625,610.5154545454546
USER_0192,565.9820000000001
USER_0542,499.62
USER_0987,571.0299999999999
USER_0344,420.1609090909091
USER_0189,523.43
USER_0985,495.4533333333333
USER_0937,410.8711111111112
USER_0146,681.8779999999999
USER_0988,378.51500000000004
USER_0072,558.6314285714286
USER_0664,540.88
USER_0327,650.1229999999999
USER_0504,369.2325000000001
USER_0725,443.63199999999995
USER_0515,516.12
USER_0865,559.1688888888889
USER_0110,637.8136363636364
USER_0584,603.00875
USER_0464,478.6815384615385
USER_0416,486.85900000000004
USER_0349,588.1185714285714
USER_0118,353.2387499999999
USER_0345,449.896
USER_0610,546.9438461538462
USER_0267,434.86
USER_0035,325.43875
USER_0500,352.89000000000004
USER_0793,556.2016666666667
USER_0768,486.59125
USER_0493,470.27699999999993
USER_0743,531.2600000000001
USER_0781,541.1442857142857
USER_0613,418.0585714285714
USER_0378,518.88125
USER_0474,582.1466666666666
USER_0993,686.3833333333333
USER_0517,387.73
USER_0381,561.746
USER_0660,445.83000000000004
USER_0021,422.43874999999997
USER_0364,409.90899999999993
USER_0183,479.6825
USER_0203,634.9045000000001
USER_0226,623.4275
USER_0419,681.5114285714286
USER_0634,407.9883333333333
USER_0989,504.7053846153846
USER_0563,679.1525
USER_0151,439.62466666666666
USER_0506,492.84000000000003
USER_0187,641.6142857142856
USER_0334,593.6866666666667
USER_0454,569.8599999999999
USER_0184,622.9942857142856
USER_0470,533.1999999999999
USER_0211,361.35375
USER_0964,649.29
USER_0757,519.9285714285714
USER_0462,546.5683333333334
USER_0605,480.315
USER_0560,454.905
USER_0177,652.5664285714284
USER_0672,449.79749999999996
USER_0409,565.6342857142857
USER_0575,639.9114285714286
USER_0237,508.2927272727273
USER_0165,535.1966666666667
USER_0579,553.9512500000001
USER_0508,627.1090909090908
USER_0336,751.952
USER_0886,462.87461538461537
USER_0386,664.4841666666667
USER_0518,583.6279999999999
USER_0160,782.6614285714286
USER_0230,467.4386666666667
USER_0134,327.1114285714285
USER_0028,558.0337499999999
USER_0210,528.1345454545454
USER_0272,559.9780000000001
USER_0806,634.0566666666666
USER_0483,506.25
USER_0808,356.3457142857142
USER_0540,595.4553846153846
USER_0306,482.48999999999995
USER_0152,490.93222222222226
USER_0395,593.2690909090909
USER_0938,530.8679999999999
USER_0335,524.27
USER_0422,611.8866666666667
USER_0286,631.63
USER_0490,485.916
USER_0144,338.374
USER_0123,674.57
USER_0020,452.486
USER_0219,569.3566666666666
USER_0069,545.5655555555555
USER_0036,612.1569999999999
USER_0740,584.558888888889
USER_0107,499.0645454545454
USER_0355,476.97285714285715
USER_0194,553.223125
USER_0393,538.5330769230768
USER_0539,475.58599999999996
USER_0171,619.4644444444444
USER_0385,301.44800000000004
USER_0510,453.83916666666664
USER_0902,441.68666666666667
USER_0195,325.216
USER_0342,524.0507692307692
USER_0215,643.8362500000001
USER_0383,507.54636363636365
USER_0919,664.2928571428572
USER_0986,478.74
USER_0384,537.0387499999999
USER_0115,546.4376923076924
USER_0159,613.9954545454547
USER_0546,508.88666666666677
USER_0931,578.6453846153846
USER_0690,433.7655555555556
USER_0027,437.2633333333333
USER_0723,495.12249999999995
USER_0265,613.1955555555555
USER_0322,545.892
USER_0221,659.86875
USER_0708,537.2673684210527
USER_0460,605.9153846153846
USER_0119,528.226
USER_0216,530.0193333333333
USER_0597,536.2309090909091
USER_0271,499.50333333333333
USER_0176,491.84888888888895
USER_0924,655.6827272727273
USER_0762,444.7083333333333
USER_0377,368.935
USER_0914,581.4849999999999
USER_0921,640.6872727272728
USER_0666,492.31444444444446
USER_0849,485.5788888888888
USER_0495,668.205
USER_0544,590.4253846153846
USER_0891,576.9626666666667
USER_0819,517.1139999999999
USER_0126,425.19375
USER_0096,691.9899999999999
USER_0116,625.6591666666667
USER_0390,635.5799999999999
USER_0587,518.7088888888889
USER_0603,626.3186666666667
USER_0712,279.9533333333333
USER_0091,146.41199999999998
USER_0253,465.2311111111111
USER_0599,527.9399999999999
USER_0911,435.98818181818183
USER_0333,549.196923076923
USER_0692,458.54
USER_0783,589.11
USER_0682,447.0046153846154
USER_0893,564.6008333333333
USER_0254,565.6453846153846
USER_0645,535.9106666666667
USER_0750,607.9511111111111
USER_0455,595.1392307692307
USER_0083,664.546
USER_0309,515.1645454545455
USER_0533,452.6385714285714
USER_0695,488.82846153846157
USER_0375,458.1181818181818
